"source_package","record_id","version","transition_from","chapter","artifact_path","artifact_role","planned_change","reported_result","artifact_evidence","change_class","prior_claim","verification_status","severity","source_lines","dependencies","notes"
"L4_v1023","L4-012","v1.0.23","v1.0.22","Chapter 1","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex","Equation-lineage caveat","Distinguish the battery Volterra memory equation from the JCP Fredholm equation and transfer only the closure philosophy.","The appendix says literal transplantation is invalid and labels the mapping as a philosophical rather than mechanical transfer.","The text contrasts the one-sided causal Volterra equation with the Fredholm source and explains the applied-reference substitution.","deliberate-reformulation","The JCP Eq. 34 was directly reused as a battery equation.","확정","Medium","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex:29-73,108-130","Claude/jcp_extract.txt:286-341","The caveat is scientifically important and was retained, not compressed away."
"L4_v1023","L4-013","v1.0.23","v1.0.22","Chapter 1","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex","Ratio-closure derivation","Derive a frozen zeroth-order path and a first ratio-corrected local lag length.","Appendix E presents the nonlinear memory equation, the applied-reference ratio closure, and the local first-order correction.","The equation chain defines the frozen trajectory, substitutes it into the state-dependent coefficient, and maps the resulting local lag to code identifiers.","confirmed-expansion","A complete exact nonlinear solution was added.","확정","Medium","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex:29-65,75-105,194-210","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:146-177,314-322,647-666","The implemented path is a first-order closure, not the exact nonlinear solver."
"L4_v1023","L4-014","v1.0.23","v1.0.22","Chapter 1","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex","Assumption and condition audit","State the source approximations, battery mapping assumptions, perturbation parameter, and degraded regime.","Appendix E records assumptions, forbids a computation-saving claim, defines an epsilon criterion, and warns about failure outside the perturbative regime.","The assumption table, no-speedup caveat, epsilon estimate, and degraded-regime warning are all present.","confirmed-caveat-retention","The ratio correction is unconditional or exact for all regimes.","확정","High","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex:108-173","Claude/docs/v1.0.23/results/comp_v23/COND_AUDIT.md:1-301","The numeric adequacy of the threshold for real electrodes remains 미검증."
"L4_v1023","L4-015","v1.0.23","v1.0.22","Chapter 1","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex","Transfer-function interpretation","Add the frozen-lag transfer function as an analysis and verification view.","The appendix gives `H(omega)=1/(1+i omega L_V)` and the code exposes an FFT helper.","The equation and API mapping are present in TeX and code.","confirmed-addition","The transfer function is an independent exact nonlinear solver.","확정","Medium","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex:175-192,194-210; Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:180-195","Claude/docs/v1.0.23/test_gates_v1023_selfconsistent.py:90-105","The helper implements the frozen linear model only."
"L4_v1023","L4-016","v1.0.23","v1.0.22","Chapter 1","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py","Final runtime code","Add pointwise ratio memory, transfer-function helpers, and a public default-off option without replacing the established dQ/dV path.","The code adds `_causal_memory_ratio`, `transfer_apparent_from_equilibrium`, and `lag_ratio_correction`.","Definitions, constructor option, and the dQ/dV branch are present at the documented locations.","confirmed-api-addition","The planned APIs were missing from the endpoint code.","확정","Info","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:115-195,314-322,647-666","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex:194-210","API identity is confirmed; general scientific validity is not inferred from presence."
"L4_v1023","L4-017","v1.0.23","v1.0.22","Cross-version","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py","Backward-compatibility control","Keep the ratio correction disabled by default so established runtime behavior remains unchanged unless selected.","Closeout reports default-off parity.","The constructor default is `False`, and the old pointwise branch remains the `else` path.","confirmed-default-preservation","v1.0.23 silently changes all existing curves.","확정","Info","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:314-322,647-666; Claude/docs/v1.0.23/results/PHASE_P3_RESULT.md:44-81","Claude/docs/v1.0.23/test_gates_v1023.py:4-8,47-50","This establishes dispatch behavior; test coverage limits are recorded separately."
"L4_v1023","L4-018","v1.0.23","v1.0.22","Chapter 1","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py","Causal-memory implementation","Evaluate the causal convolution directly on arbitrary input points with a natural lower-boundary condition.","The docstring describes exact segment integration with a natural boundary at negative infinity.","Both memory functions set the first output equal to the first supplied equilibrium value. For a finite arbitrary window this equals the negative-infinity constant-past boundary only when the first point already represents the asymptotic or prescribed prehistory.","boundary-assumption-gap","The pointwise algorithm is generally exact on every finite arbitrary input window.","미결","High","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:115-143,146-177","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex:29-65","The endpoint needs an explicit prehistory/window contract or an independent boundary-error study."
"L4_v1023","L4-019","v1.0.23","v1.0.22","Chapter 1","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py","Variable-coefficient ratio integrator","Use the local state-dependent lag length in one forward pass.","The implementation describes a variable-coefficient causal relaxation and segment integration.","Each interval uses only `L_loc[i]`; exact segment integration is exact for a constant coefficient on that interval, while a varying coefficient is represented by an endpoint-frozen first-order discretization.","method-qualification","The variable-coefficient segment update is exact without a discretization assumption.","추정","Medium","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:146-177","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex:75-105","The numerical order for variable `L_loc` was not independently established in the endpoint gates."
"L4_v1023","L4-020","v1.0.23","v1.0.22","Chapter 1","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py","FFT transfer helper","Provide the frequency-domain equivalent of the frozen causal filter on a uniform grid.","The code and guide present the helper as the frequency-domain equivalent.","`fft` and `ifft` impose a circular periodic convolution. The gate reduces wraparound by using large flat margins and comparing only an interior window, but the public helper has no padding or boundary argument.","boundary-assumption-gap","The FFT helper is generally equivalent to the one-sided causal convolution for any uniform input array.","확정","High","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:180-195; Claude/docs/v1.0.23/test_gates_v1023_selfconsistent.py:90-105","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex:175-192","Equivalence is conditional on periodic compatibility or adequate padding/flat margins."
"L4_v1023","L4-021","v1.0.23","v1.0.22","Chapter 1","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex","Exact-solver boundary","Document the exact nonlinear self-consistent solution as the natural reference path but keep it outside the production implementation.","The handover lists an exact nonlinear solver as future work.","Appendix E names the exact path; the production code contains only frozen and first-order ratio paths, and no exact nonlinear public solver appears.","deliberate-deferral","The endpoint includes a production exact nonlinear reference solver.","확정","Medium","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex:194-210; Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:115-195,647-666; Claude/docs/v1.0.23/results/HANDOVER_v23.md:27-35","Claude/docs/v1.0.23/test_gates_v1023_selfconsistent.py:60-88","Absence is disclosed debt, not accidental loss."
"L4_v1023","L4-022","v1.0.23","v1.0.22","Chapter 1","Claude/docs/v1.0.23/test_gates_v1023_selfconsistent.py","New-option regression gates","Verify frozen-limit recovery and ON/OFF equality when the correction coefficient vanishes.","G-E1 and G-E2 are reported as passing.","The tests directly compare ratio versus pointwise arrays at `g_eff=0` and compare dQ/dV ON versus OFF in two zero-coefficient configurations.","internal-consistency-test","Passing gates prove the ratio model is scientifically correct.","확정","Low","Claude/docs/v1.0.23/test_gates_v1023_selfconsistent.py:1-11,26-58; Claude/docs/v1.0.23/results/PHASE_P3_RESULT.md:44-81","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:146-177","The test logic supports a software limiting identity only; scientific correctness remains 미검증."
"L4_v1023","L4-023","v1.0.23","v1.0.22","Chapter 1","Claude/docs/v1.0.23/test_gates_v1023_selfconsistent.py","Picard comparison gate","Show that one ratio step improves on the frozen path relative to a self-consistent reference.","G-E3 is reported as an order-gain test against a true fixed point.","The reference is 60 iterations of the same `_causal_memory_ratio` update with no convergence test; the assertion checks only `err1 <= err0` plus selected improvement, not the stated asymptotic order.","test-overclaim","G-E3 independently proves first-order error scaling against the true nonlinear solution.","미검증","High","Claude/docs/v1.0.23/test_gates_v1023_selfconsistent.py:60-88","Claude/docs/v1.0.23/results/PHASE_P3_RESULT.md:47-89","An independent solver, convergence residual, grid refinement, and epsilon-scaling study are needed."
"L4_v1023","L4-024","v1.0.23","v1.0.22","Chapter 1","Claude/docs/v1.0.23/test_gates_v1023_selfconsistent.py","Transfer and liveness gates","Check the frozen transfer representation and verify the correction is not dormant in a synthetic active regime.","G-E4 and G-E5 are reported as passing.","G-E4 compares one padded synthetic logistic case on an interior window; G-E5 confirms only that a selected synthetic parameter set changes finite outputs.","limited-internal-test","These gates validate general boundaries and real-electrode behavior.","미검증","Medium","Claude/docs/v1.0.23/test_gates_v1023_selfconsistent.py:90-120","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:180-195,647-666","The results are useful internal checks but do not establish external physical accuracy."
"L4_v1023","L4-025","v1.0.23","v1.0.22","Chapter 1","Claude/docs/v1.0.23/results/comp_v23/p1_ratio_check.py","Derivation check script","Numerically compare frozen, one-step, and iterated self-consistent synthetic paths during P1.","P1 reports contraction and improvement for selected cases.","The script iterates each local backward-Euler state to a numerical tolerance and compares the same synthetic state-dependence model.","internal-derivation-check","P1 is an independent physical validation of the battery closure.","미검증","Medium","Claude/docs/v1.0.23/results/comp_v23/p1_ratio_check.py:1-68; Claude/docs/v1.0.23/results/PHASE_P1_RESULT.md:35-105","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex:75-173","It supports internal numerical behavior only; no external data or independently derived solver is used."
"L4_v1023","L4-026","v1.0.23","v1.0.22","Cross-version","Claude/docs/v1.0.23/test_gates_v1023.py","Main regression harness","Establish backward compatibility of existing v1.0.23 paths.","The endpoint reports G1 parity and inherited gates as passing.","The harness compares v1.0.23 to v1.0.19, not directly to v1.0.22. It covers many APIs but does not by itself prove the exact immediate transition.","baseline-mismatch","The main gate directly proves v1.0.22 to v1.0.23 parity.","확정","Medium","Claude/docs/v1.0.23/test_gates_v1023.py:1-19,47-50","Claude/docs/v1.0.22/test_gates_v1022.py:1-626","Direct source comparison and the limited QA comparison provide separate immediate-transition evidence."
"L4_v1023","L4-027","v1.0.23","v1.0.22","Cross-version","Claude/docs/v1.0.23/test_gates_v1023.py","Test provenance and displayed example","Update test instructions and user-visible version/example metadata.","Closeout calls the test surface aligned with v1.0.23.","The reproduction command still names `test_gates_v1020.py`, and the blend print text still says `f_Si` about 0-0.7 after documentation/code comments were corrected to about 0-0.8.","stale-metadata","All test labels and example text match the final endpoint.","확정","Low","Claude/docs/v1.0.23/test_gates_v1023.py:35-37,519-525; Claude/docs/v1.0.23/results/V1023_CHANGE_LOG.md:8-17","Claude/docs/v1.0.23/_sections/ch1_appB_codemap.tex:1-16","These are provenance/display defects; they do not alter the tested arrays."
"L4_v1023","L4-028","v1.0.23","v1.0.22","Chapter 1","Claude/docs/v1.0.23/_sections/ch1_appB_codemap.tex","Code identity map","Correct the implementation identity and clarify that the LCO demo list is not a transition-by-transition physical match.","The v1.0.23 Appendix B identifies the final code and preserves a qualified one-way mapping.","Lines 5-16 name `Anode_Fit_v1.0.23.py`, describe the v1.0.19 numerical lineage, and explicitly deny one-to-one value matching for the tier-C LCO demo list.","corrected-identity-and-caveat","Every table value maps one-to-one to the demo code.","확정","Info","Claude/docs/v1.0.23/_sections/ch1_appB_codemap.tex:1-16","Claude/docs/v1.0.22/_sections/ch1_appB_codemap.tex:1-157","This is a deliberate correction from v1.0.22, not a scientific-model change."
"L4_v1023","L4-029","v1.0.23","v1.0.22","Cross-version","Claude/docs/v1.0.23/CODE_GUIDE_v23.md","Endpoint code guide","Provide a current structural and API guide for the 1585-line code.","The guide describes the new ratio APIs and core class structure.","The guide's `dqdv` signature orders `sigma_d` before `I_abs`, unlike the actual `I_abs,Q_cell,s` signature; it labels both unimplemented stubs GS-1 although `nonadditive_correction` is GS-2; and its equations-as-is claim omits boundary qualifications.","mixed-current-guide","The code guide is a fully exact executable identity map.","확정","Medium","Claude/docs/v1.0.23/CODE_GUIDE_v23.md:1-5,39-55,178-196; Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:547-568","Claude/docs/v1.0.23/_sections/ch1_appB_codemap.tex:1-157","Core structure is current, but exact API and scientific-equivalence claims require qualification."
